,season,seasonNumber,series,episode,challengeType,outcomeType,guestJudge,gender,personOfColor,competedOnTC,otherShows
0,Canada 6,6.0,Canada,2.0,Quickfire,Individual,Danny Bowien,male,,,
1,Canada 6,6.0,Canada,2.0,Elimination,Individual,Lynn Crawford,female,,,Top Chef Masters Season 5
2,Canada 6,6.0,Canada,3.0,Quickfire,Individual,Peter Meehan,male,,,
3,Canada 6,6.0,Canada,3.0,Elimination,Individual,Carlos Gaytan,male,POC,Yes,
4,Canada 6,6.0,Canada,4.0,Quickfire,Individual,Mark McEwan,male,,,
5,Canada 6,6.0,Canada,4.0,Quickfire,Individual,Rob Gentile,male,,,
6,Canada 6,6.0,Canada,4.0,Elimination,Team,Ruth Reichl,female,,,Top Chef Masters Season 3 Judge
7,Canada 6,6.0,Canada,5.0,Quickfire,Individual,Brandon Olsen,male,,,
8,Canada 6,6.0,Canada,5.0,Elimination,Team,Alexandra Feswick,female,,,
9,Canada 6,6.0,Canada,6.0,Quickfire,Individual,Nicole Gomes,female,POC,Top Chef Season 20,Top Chef Canada
10,Canada 6,6.0,Canada,6.0,Elimination,Individual,Evan Funke,male,,,
11,Canada 6,6.0,Canada,7.0,Quickfire,Individual,Amanda Cohen,female,,,
12,Canada 6,6.0,Canada,7.0,Elimination,Individual,Dustin Gallagher,male,,,
13,San Francisco,1.0,US,1.0,Quickfire,Individual,Hubert Keller,male,,,Top Chef Masters Runner-Up (Season 1)
14,San Francisco,1.0,US,1.0,Quickfire,Individual,Tom Colicchio,male,,,
15,San Francisco,1.0,US,1.0,Elimination,Individual,Hubert Keller,male,,,Top Chef Masters Runner-Up (Season 1)
16,San Francisco,1.0,US,2.0,Quickfire,Individual,Elizabeth Falkner,female,,,"Top Chef Masters Season 1, Tournament of Champions"
17,San Francisco,1.0,US,2.0,Elimination,Individual,Elizabeth Falkner,female,,,"Top Chef Masters Season 1, Tournament of Champions"
18,San Francisco,1.0,US,2.0,Elimination,Individual,Madame S.,female,,,
19,San Francisco,1.0,US,3.0,Quickfire,Individual,Laurent Manrique,male,,,
20,San Francisco,1.0,US,3.0,Elimination,Team,Boys & Girls Club,-,,,
21,San Francisco,1.0,US,3.0,Elimination,Team,Laurent Manrique,male,,,
22,San Francisco,1.0,US,4.0,Quickfire,Individual,Jefferson Hill,male,,,
23,San Francisco,1.0,US,4.0,Elimination,Individual,Jefferson Hill,male,,,
24,San Francisco,1.0,US,4.0,Elimination,Individual,Junior League of Oakland-East Bay,-,,,
25,San Francisco,1.0,US,5.0,Quickfire,Individual,Mike Yakura,male,POC,,
26,San Francisco,1.0,US,5.0,Elimination,Team,Mike Yakura,male,POC,,
27,San Francisco,1.0,US,6.0,Quickfire,Individual,Ted Allen,male,,,Chopped Host
28,San Francisco,1.0,US,6.0,Elimination,Individual,Ted Allen,male,,,Chopped Host
29,San Francisco,1.0,US,7.0,Elimination,Team,Jeffrey Chodorow,male,,,
30,San Francisco,1.0,US,8.0,Elimination,Individual,Marcy Blum,female,,,
31,San Francisco,1.0,US,11.0,Quickfire elimination,Individual,Hubert Keller,male,,,Top Chef Masters Runner-Up (Season 1)
32,San Francisco,1.0,US,11.0,Quickfire elimination,Individual,Lee Anne Wong,female,POC,Yes,
33,San Francisco,1.0,US,11.0,Quickfire elimination,Individual,Miguel Morales,male,POC,Yes,
34,San Francisco,1.0,US,11.0,Quickfire elimination,Individual,Stephen Asprinio,male,,Yes,
35,San Francisco,1.0,US,12.0,Elimination,Individual,Lorraine Bracco,female,,,
36,Los Angeles,2.0,US,1.0,Quickfire,Individual,Harold Dieterle,male,,Yes,
37,Los Angeles,2.0,US,1.0,Elimination,Individual,Harold Dieterle,male,,Yes,
38,Los Angeles,2.0,US,2.0,Quickfire,Individual,Hiroshi Shima,male,POC,,
39,Los Angeles,2.0,US,2.0,Elimination,Team,Ming Tsai,male,POC,,Tournament of Champions Judge
40,Los Angeles,2.0,US,3.0,Elimination,Individual,Stephen Bugarelli,male,,,
41,Los Angeles,2.0,US,4.0,Quickfire,Individual,Suzanne Goin,female,,,
42,Los Angeles,2.0,US,4.0,Elimination,Team,Suzanne Goin,female,,,
43,Los Angeles,2.0,US,5.0,Quickfire,Individual,Michelle Bernstein,female,,,
44,Los Angeles,2.0,US,5.0,Elimination,Team,Michelle Bernstein,female,,,
45,Los Angeles,2.0,US,6.0,Elimination,Individual,Anthony Bourdain,male,,,Parts Unknown; No Reservations
46,Los Angeles,2.0,US,7.0,Quickfire,Individual,Raphael Lunetta,male,,,
47,Los Angeles,2.0,US,7.0,Elimination,Individual,Raphael Lunetta,male,,,
48,Los Angeles,2.0,US,8.0,Quickfire,Individual,Kristen Woodward,female,,,
49,Los Angeles,2.0,US,8.0,Elimination,Team,Lee Hefter,male,,,
50,Los Angeles,2.0,US,8.0,Elimination,Team,Ted Allen,male,,,Chopped Host
51,Los Angeles,2.0,US,9.0,Quickfire,Individual,Ted Allen,male,,,Chopped Host
52,Los Angeles,2.0,US,9.0,Elimination,Individual,Debi Mazar,female,,,
53,Los Angeles,2.0,US,9.0,Elimination,Individual,Roberto Ivan,male,POC,,
54,Los Angeles,2.0,US,9.0,Elimination,Individual,Ted Allen,male,,,Chopped Host
55,Los Angeles,2.0,US,10.0,Quickfire,Individual,Mike Yakura,male,POC,,
56,Los Angeles,2.0,US,10.0,Elimination,Team,Mike Yakura,male,POC,,
57,Los Angeles,2.0,US,11.0,Quickfire,Individual,Eric Ripert,male,,,Yes?
58,Los Angeles,2.0,US,11.0,Elimination,Individual,Eric Ripert,male,,,Yes?
59,Los Angeles,2.0,US,12.0,Elimination,Individual,Alan Wong,male,POC,,
60,Los Angeles,2.0,US,13.0,Elimination,Individual,Hubert Keller,male,,,Top Chef Masters Runner-Up (Season 1)
61,Los Angeles,2.0,US,13.0,Elimination,Individual,Michelle Bernstein,female,,,
62,Los Angeles,2.0,US,13.0,Elimination,Individual,Roy Yamaguchi,male,POC,,Top Chef Masters Season 1
63,Los Angeles,2.0,US,13.0,Elimination,Individual,Scott Conant,male,,,Chopped Judge; Tournament of Champions Judge
64,Los Angeles,2.0,US,13.0,Elimination,Individual,Wylie Dufresne,male,,,Top Chef Masters Season 1 and 2
65,Miami,3.0,US,1.0,Elimination,Individual,Anthony Bourdain,male,,,Parts Unknown; No Reservations
66,Miami,3.0,US,2.0,Quickfire,Individual,Norman van Aken,male,,,
67,Miami,3.0,US,2.0,Elimination,Individual,Norman van Aken,male,,,
68,Miami,3.0,US,3.0,Quickfire,Individual,Alfred Portale,male,,,
69,Miami,3.0,US,3.0,Elimination,Individual,Alfred Portale,male,,,
70,Miami,3.0,US,4.0,Quickfire,Individual,Jamie Walker,male,,,
71,Miami,3.0,US,4.0,Elimination,Team,Barton G. Weiss,male,,,
72,Miami,3.0,US,5.0,Quickfire,Individual,Maria Frumkin,female,,,
73,Miami,3.0,US,5.0,Elimination,Individual,Maria Frumkin,female,,,
74,Miami,3.0,US,6.0,Quickfire,Individual,Rocco DiSpirito,male,,,Tournament of Champions Judge & Contestant
75,Miami,3.0,US,6.0,Elimination,Team,Rocco DiSpirito,male,,,Tournament of Champions Judge & Contestant
76,Miami,3.0,US,7.0,Quickfire,Individual,Govind Armstrong,male,POC,,Top Chef Masters Season 2
77,Miami,3.0,US,7.0,Elimination,Team,Govind Armstrong,male,POC,,Top Chef Masters Season 2
78,Miami,3.0,US,8.0,Quickfire,Individual,Daniel Boulud,male,,,
79,Miami,3.0,US,8.0,Elimination,Team,Daniel Boulud,male,,,
80,Miami,3.0,US,9.0,Elimination,Team,Geoffrey Zakarian,male,,,Chopped Judge
81,Miami,3.0,US,10.0,Quickfire,Individual,Michael Schwartz,male,,,
82,Miami,3.0,US,10.0,Elimination,Individual,Dana Cowin,female,,,
83,Miami,3.0,US,10.0,Elimination,Individual,Michael Schwartz,male,,,
84,Miami,3.0,US,11.0,Elimination,Individual,Anthony Bourdain,male,,,Parts Unknown; No Reservations
85,Miami,3.0,US,11.0,Elimination,Individual,Jimmy Canora,male,,,
86,Miami,3.0,US,12.0,Quickfire,Individual,Sirio Maccioni,male,,,
87,Miami,3.0,US,12.0,Elimination,Individual,Alain Sailhac,male,,,
88,Miami,3.0,US,12.0,Elimination,Individual,Andre Soltner,male,,,
89,Miami,3.0,US,12.0,Elimination,Individual,Cesare Casella,male,POC,,
90,Miami,3.0,US,12.0,Elimination,Individual,Dorothy Hamilton,female,,,
91,Miami,3.0,US,12.0,Elimination,Individual,Jacques Torres,male,,,
92,Miami,3.0,US,12.0,Elimination,Individual,Nils Noren,male,,,Top Chef Masters Season 1
93,Miami,3.0,US,13.0,Quickfire,Individual,Eric Ripert,male,,,Yes?
94,Miami,3.0,US,13.0,Elimination,Individual,Eric Ripert,male,,,Yes?
95,Miami,3.0,US,14.0,Elimination,Individual,Michelle Bernstein,female,,,
96,Miami,3.0,US,14.0,Elimination,Individual,Rocco DiSpirito,male,,,Tournament of Champions Judge & Contestant
97,Miami,3.0,US,14.0,Elimination,Individual,Todd English,male,,,
98,Chicago,4.0,US,1.0,Quickfire,Individual,Rocco DiSpirito,male,,,Tournament of Champions Judge & Contestant
99,Chicago,4.0,US,1.0,Elimination,Individual,Anthony Bourdain,male,,,Parts Unknown; No Reservations
100,Chicago,4.0,US,2.0,Quickfire,Individual,Wylie Dufresne,male,,,Top Chef Masters Season 1 and 2
101,Chicago,4.0,US,2.0,Elimination,Team,Wylie Dufresne,male,,,Top Chef Masters Season 1 and 2
102,Chicago,4.0,US,3.0,Quickfire,Individual,Rick Bayless,male,,,Top Chef Masters Winner (Season 1)
103,Chicago,4.0,US,3.0,Elimination,Team,Rick Bayless,male,,,Top Chef Masters Winner (Season 1)
104,Chicago,4.0,US,4.0,Quickfire,Individual,Daniel Boulud,male,,,
105,Chicago,4.0,US,4.0,Elimination,Team,Daniel Boulud,male,,,
106,Chicago,4.0,US,5.0,Quickfire,Individual,Ming Tsai,male,POC,,Tournament of Champions Judge
107,Chicago,4.0,US,5.0,Elimination,Team,Ming Tsai,male,POC,,Tournament of Champions Judge
108,Chicago,4.0,US,6.0,Quickfire,Individual,Koren Grieveson,female,,,
109,Chicago,4.0,US,6.0,Elimination,Team,Paul Kahan,male,,,
110,Chicago,4.0,US,7.0,Elimination,Team,Johnny Iuzzini,male,,,
111,Chicago,4.0,US,8.0,Quickfire,Individual,Art Smith,male,,,Top Chef Masters Seasons 1 and 4
112,Chicago,4.0,US,8.0,Elimination,Individual,Art Smith,male,,,Top Chef Masters Seasons 1 and 4
113,Chicago,4.0,US,9.0,Quickfire,Team,Gale Gand,female,,,
114,Chicago,4.0,US,9.0,Elimination,Team,Gale Gand,female,,,
115,Chicago,4.0,US,10.0,Quickfire,Individual,Sam Talbot,male,,Yes,
116,Chicago,4.0,US,10.0,Elimination,Individual,Sam Talbot,male,,Yes,
117,Chicago,4.0,US,11.0,Quickfire,Individual,Haleen Thanas,female,,,
118,Chicago,4.0,US,11.0,Elimination,Team,Anthony Bourdain,male,,,Parts Unknown; No Reservations
119,Chicago,4.0,US,11.0,Elimination,Team,Jose Andres,male,POC,,
120,Chicago,4.0,US,12.0,Quickfire,Individual,Rick Tramonto,male,,,Top Chef Masters Season 2
121,Chicago,4.0,US,12.0,Elimination,Individual,Harold Dieterle,male,,Yes,
122,Chicago,4.0,US,12.0,Elimination,Individual,Hung Huynh,male,POC,Yes,
123,Chicago,4.0,US,12.0,Elimination,Individual,Ilan Hall,male,,Yes,
124,Chicago,4.0,US,12.0,Elimination,Individual,Rick Tramonto,male,,,Top Chef Masters Season 2
125,Chicago,4.0,US,13.0,Quickfire,Individual,Wilo Benet,male,,,Top Chef Masters Season 1
126,Chicago,4.0,US,13.0,Elimination,Individual,Wilo Benet,male,,,Top Chef Masters Season 1
127,Chicago,4.0,US,14.0,Elimination,Individual,Alfredo Ayala,male,POC,,
128,Chicago,4.0,US,14.0,Elimination,Individual,April Bloomfield,female,,,
129,Chicago,4.0,US,14.0,Elimination,Individual,Dan Barber,male,,,
130,Chicago,4.0,US,14.0,Elimination,Individual,Eric Ripert,male,,,Yes?
131,Chicago,4.0,US,14.0,Elimination,Individual,Ted Allen,male,,,Chopped Host
132,Chicago,4.0,US,14.0,Elimination,Individual,Tim Zagat,male,,,
133,New York,5.0,US,1.0,Elimination,Individual,Jean-Georges Vongerichten,male,,,
134,New York,5.0,US,2.0,Quickfire,Individual,Donatella Arpaia,female,,,
135,New York,5.0,US,3.0,Quickfire,Individual,Grant Achatz,male,,,
136,New York,5.0,US,4.0,Quickfire,Individual,Rocco DiSpirito,male,,,Tournament of Champions Judge & Contestant
137,New York,5.0,US,4.0,Elimination,Individual,Rocco DiSpirito,male,,,Tournament of Champions Judge & Contestant
138,New York,5.0,US,5.0,Elimination,Team,Dana Cowin,female,,,
139,New York,5.0,US,6.0,Quickfire,Individual,Martha Stewart,female,,,
140,New York,5.0,US,6.0,Elimination,Individual,Michelle Bernstein,female,,,
141,New York,5.0,US,6.0,Elimination,Individual,Natasha Richardson,female,,,
142,New York,5.0,US,7.0,Quickfire,Individual,Jean-Christophe Novelli,male,,,
143,New York,5.0,US,7.0,Elimination,Individual,Toby Young,male,,,
144,New York,5.0,US,8.0,Quickfire,Individual,Hung Huynh,male,POC,Yes,
145,New York,5.0,US,8.0,Elimination,Team,Dan Barber,male,,,
146,New York,5.0,US,9.0,Quickfire,Individual,Stephen Starr,male,,,
147,New York,5.0,US,9.0,Elimination,Team,Stephen Starr,male,,,
148,New York,5.0,US,10.0,Quickfire,Individual,Scott Conant,male,,,Chopped Judge; Tournament of Champions Judge
149,New York,5.0,US,11.0,Quickfire,Individual,Eric Ripert,male,,,Yes?
150,New York,5.0,US,11.0,Elimination,Individual,Eric Ripert,male,,,Yes?
151,New York,5.0,US,12.0,Quickfire,Individual,Wylie Dufresne,male,,,Top Chef Masters Season 1 and 2
152,New York,5.0,US,12.0,Elimination,Individual,Wylie Dufresne,male,,,Top Chef Masters Season 1 and 2
153,New York,5.0,US,13.0,Quickfire,Individual,Emeril Lagasse,male,,,
154,New York,5.0,US,13.0,Elimination,Individual,Emeril Lagasse,male,,,
155,New York,5.0,US,14.0,Elimination,Individual,Branford Marsalis,male,POC,,
156,New York,5.0,US,14.0,Elimination,Individual,Hubert Keller,male,,,Top Chef Masters Runner-Up (Season 1)
157,New York,5.0,US,14.0,Elimination,Individual,John Besh,male,,,Top Chef Masters Season 1
158,New York,5.0,US,14.0,Elimination,Individual,Rocco DiSpirito,male,,,Tournament of Champions Judge & Contestant
159,New York,5.0,US,14.0,Elimination,Individual,Susan Spicer,female,,,
160,New York,5.0,US,14.0,Elimination,Individual,Ti Adelaide Martin,female,,,
161,Las Vegas,6.0,US,1.0,Elimination,Team,Wolfgang Puck,male,,,
162,Las Vegas,6.0,US,2.0,Quickfire,Individual,Todd English,male,,,
163,Las Vegas,6.0,US,2.0,Elimination,Team,Todd English,male,,,
164,Las Vegas,6.0,US,3.0,Quickfire,Individual,Mark Peel,male,,,Top Chef Masters Season 1
165,Las Vegas,6.0,US,3.0,Elimination,Team,Mark Peel,male,,,Top Chef Masters Season 1
166,Las Vegas,6.0,US,3.0,Elimination,Individual,Mark Peel,male,,,Top Chef Masters Season 1
167,Las Vegas,6.0,US,4.0,Sudden Death Quickfire,Individual,Daniel Boulud,male,,,
168,Las Vegas,6.0,US,4.0,Quickfire,Individual,Daniel Boulud,male,,,
169,Las Vegas,6.0,US,4.0,Elimination,Team,Daniel Boulud,male,,,
170,Las Vegas,6.0,US,4.0,Elimination,Team,Hubert Keller,male,,,Top Chef Masters Runner-Up (Season 1)
171,Las Vegas,6.0,US,4.0,Elimination,Team,Jean Joho,male,,,
172,Las Vegas,6.0,US,4.0,Elimination,Team,Joel Robuchon,male,,,
173,Las Vegas,6.0,US,5.0,Quickfire,Individual,Tim Love,male,,,"Top Chef Masters Season 1, Tournament of Champions"
174,Las Vegas,6.0,US,5.0,Elimination,Individual,Tim Love,male,,,"Top Chef Masters Season 1, Tournament of Champions"
175,Las Vegas,6.0,US,6.0,Quickfire,Individual,Michelle Bernstein,female,,,
176,Las Vegas,6.0,US,6.0,Elimination,Individual,Michelle Bernstein,female,,,
177,Las Vegas,6.0,US,6.0,Elimination,Individual,Penn & Teller,male,,,
178,Las Vegas,6.0,US,6.0,Elimination,Individual,Toby Young,male,,,
179,Las Vegas,6.0,US,7.0,Quickfire,Individual,Tyler Florence,male,,,
180,Las Vegas,6.0,US,7.0,Elimination,Team,Govind Armstrong,male,POC,,Top Chef Masters Season 2
181,Las Vegas,6.0,US,7.0,Elimination,Team,Nancy Silverton,female,,,Tournament of Champions Judge
182,Las Vegas,6.0,US,7.0,Elimination,Team,Takashi Yagihashi,male,POC,,Top Chef Masters Season 4
183,Las Vegas,6.0,US,7.0,Elimination,Team,Tom Douglas,male,,,
184,Las Vegas,6.0,US,7.0,Elimination,Team,Tyler Florence,male,,,
185,Las Vegas,6.0,US,8.0,Quickfire,Individual,Charlie Palmer,male,,,
186,Las Vegas,6.0,US,8.0,Elimination,Individual,Charlie Palmer,male,,,
187,Las Vegas,6.0,US,8.0,Elimination,Individual,Dana Cowin,female,,,
188,Las Vegas,6.0,US,8.0,Elimination,Individual,Toby Young,male,,,
189,Las Vegas,6.0,US,9.0,Quickfire,Team,Rick Moonen,male,,,Top Chef Masters Season 2
190,Las Vegas,6.0,US,9.0,Elimination,Team,Rick Moonen,male,,,Top Chef Masters Season 2
191,Las Vegas,6.0,US,9.0,Elimination,Team,Toby Young,male,,,
192,Las Vegas,6.0,US,10.0,Quickfire,Individual,Paul Bartolotta,male,,,
193,Las Vegas,6.0,US,10.0,Elimination,Individual,Natalie Portman,female,,,
194,Las Vegas,6.0,US,12.0,Quickfire,Individual,Nigella Lawson,female,,,
195,Las Vegas,6.0,US,12.0,Elimination,Individual,Nigella Lawson,female,,,
196,Las Vegas,6.0,US,12.0,Elimination,Individual,Toby Young,male,,,
197,Las Vegas,6.0,US,13.0,Quickfire,Individual,Gavin Kaysen,male,,,
198,Las Vegas,6.0,US,13.0,Elimination,Individual,Alex Stratta,male,,,Top Chef Masters Season 3
199,Las Vegas,6.0,US,13.0,Elimination,Individual,Daniel Boulud,male,,,
200,Las Vegas,6.0,US,13.0,Elimination,Individual,Gavin Kaysen,male,,,
201,Las Vegas,6.0,US,13.0,Elimination,Individual,Jerome Bocus,male,,,
202,Las Vegas,6.0,US,13.0,Elimination,Individual,Thomas Keller,male,,,
203,Las Vegas,6.0,US,13.0,Elimination,Individual,Traci Des Jardins,female,,,Top Chef Masters Season 3
204,Las Vegas,6.0,US,14.0,Quickfire,Individual,Michael Chiarello,male,,,Top Chef Masters Runner-Up (Season 1)
205,Las Vegas,6.0,US,14.0,Elimination,Individual,Michael Chiarello,male,,,Top Chef Masters Runner-Up (Season 1)
206,Las Vegas,6.0,US,15.0,Elimination,Individual,Donatella Arpaia,female,,,
207,Las Vegas,6.0,US,15.0,Elimination,Individual,Douglas Keane,male,,,Top Chef Masters Season 5
208,Las Vegas,6.0,US,15.0,Elimination,Individual,Sam Nazarian,?,,,
209,Las Vegas,6.0,US,15.0,Elimination,Individual,Stephen Starr,male,,,
210,Las Vegas,6.0,US,15.0,Elimination,Individual,Toby Young,male,,,
211,D.C.,7.0,US,1.0,Elimination,Individual,Eric Ripert,male,,,Yes?
212,D.C.,7.0,US,2.0,Quickfire,Team,Sam Kass,male,,,
213,D.C.,7.0,US,2.0,Elimination,Team,Sam Kass,male,,,
214,D.C.,7.0,US,3.0,Quickfire,Individual,Gail Simmons,female,,,Top Chef: Just Desserts
215,D.C.,7.0,US,3.0,Quickfire,Individual,Johnny Iuzzini,male,,,
216,D.C.,7.0,US,3.0,Elimination,Individual,Jonathan Waxman,male,,,"Top Chef Masters Season 1 and 2, and more as a Judge?"
217,D.C.,7.0,US,4.0,Quickfire,Individual,Tom Colicchio,male,,,Top Chef Judge
218,D.C.,7.0,US,4.0,Elimination,Team,Beth Scott,female,,,
219,D.C.,7.0,US,4.0,Elimination,Team,Bryan Voltaggio,male,,Yes,"Tournament of Champions, Battle of the Brothers, Top Chef Masters Season 5"
220,D.C.,7.0,US,4.0,Elimination,Team,Eric Ripert,male,,,Yes?
221,D.C.,7.0,US,4.0,Elimination,Team,Mike Isabella,male,,Yes,
222,D.C.,7.0,US,4.0,Elimination,Team,Nora Pouillon,female,,,
223,D.C.,7.0,US,4.0,Elimination,Team,Spike Mendelsohn,male,,Yes,
224,D.C.,7.0,US,5.0,Quickfire,Individual,Patrick O'Connell,male,,,
225,D.C.,7.0,US,5.0,Elimination,Individual,Patrick O'Connell,male,,,
226,D.C.,7.0,US,6.0,Quickfire,Individual,Michelle Bernstein,female,,,
227,D.C.,7.0,US,6.0,Elimination,Team,Michelle Bernstein,female,,,
228,D.C.,7.0,US,7.0,Quickfire,Individual,Aaron Schock,male,,,
229,D.C.,7.0,US,7.0,Elimination,Individual,Art Smith,male,,,Top Chef Masters Seasons 1 and 4
230,D.C.,7.0,US,7.0,Elimination,Individual,Art Smith,male,,,Top Chef Masters Seasons 1 and 4
231,D.C.,7.0,US,8.0,Quickfire,Individual,Marcus Samuelsson,male,POC,,"Top Chef Masters Season 2, Chopped Judge, Tournament of Champions Judge"
232,D.C.,7.0,US,8.0,Elimination,Individual,Jose Andres,male,POC,,
233,D.C.,7.0,US,9.0,Quickfire,Team,Nancy Pelosi,female,,,
234,D.C.,7.0,US,9.0,Elimination,Team,Frank Bruni,male,,,
235,D.C.,7.0,US,10.0,Quickfire,Individual,Wylie Dufresne,male,,,Top Chef Masters Season 1 and 2
236,D.C.,7.0,US,10.0,Elimination,Individual,Eric Ripert,male,,,Yes?
237,D.C.,7.0,US,10.0,Elimination,Individual,Leon Panetta,male,,,
238,D.C.,7.0,US,10.0,Elimination,Individual,Wylie Dufresne,male,,,Top Chef Masters Season 1 and 2
239,D.C.,7.0,US,11.0,Quickfire,Individual,Rick Moonen,male,,,Top Chef Masters Season 2
240,D.C.,7.0,US,11.0,Elimination,Individual,Eric Ripert,male,,,Yes?
241,D.C.,7.0,US,11.0,Elimination,Individual,Rick Moonen,male,,,Top Chef Masters Season 2
242,D.C.,7.0,US,12.0,Quickfire,Individual,Dana Cowin,female,,,
243,D.C.,7.0,US,12.0,Elimination,Individual,Anthony Bourdain,male,,,Parts Unknown; No Reservations
244,D.C.,7.0,US,12.0,Elimination,Individual,Eric Ripert,male,,,Yes?
245,D.C.,7.0,US,13.0,Quickfire,Individual,Seto,?,,,
246,D.C.,7.0,US,13.0,Elimination,Individual,Dana Cowin,female,,,
247,D.C.,7.0,US,13.0,Elimination,Individual,Seto,?,,,
248,D.C.,7.0,US,14.0,Elimination,Individual,Eric Ripert,male,,,Yes?
249,All Stars: New York,8.0,US,1.0,Quickfire,Team,Tom Colicchio,male,,,Top Chef Judge
250,All Stars: New York,8.0,US,1.0,Elimination,Individual,Anthony Bourdain,male,,,Parts Unknown; No Reservations
251,All Stars: New York,8.0,US,2.0,Quickfire,Individual,Joe Jonas,male,,,
252,All Stars: New York,8.0,US,2.0,Elimination,Team,Katie Lee,female,,,Beat Bobby Flay Judge
253,All Stars: New York,8.0,US,3.0,Quickfire,Team,David Chang,male,POC,,
254,All Stars: New York,8.0,US,3.0,Elimination,Team,Anthony Bourdain,male,,,Parts Unknown; No Reservations
255,All Stars: New York,8.0,US,3.0,Elimination,Team,Kate Krader,female,,,
256,All Stars: New York,8.0,US,4.0,Quickfire,Individual,Tony Mantuano,male,,,Top Chef Masters Season 2
257,All Stars: New York,8.0,US,4.0,Elimination,Team,Tony Mantuano,male,,,Top Chef Masters Season 2
258,All Stars: New York,8.0,US,5.0,Quickfire,Individual,Tom Colicchio,male,,,Top Chef Judge
259,All Stars: New York,8.0,US,5.0,Elimination,Individual,Susur Lee,male,POC,,Top Chef Masters Season 2
260,All Stars: New York,8.0,US,6.0,Elimination,Team,Kerry Heffernan,male,,,Top Chef Masters Season 4
261,All Stars: New York,8.0,US,7.0,Quickfire,Individual,Justo Thomas,male,POC,,
262,All Stars: New York,8.0,US,7.0,Elimination,Team,Ludo Lefebvre,male,,,Top Chef Masters Season 1 and 2
263,All Stars: New York,8.0,US,8.0,Quickfire,Individual,Isaac Mizrahi,male,,,
264,All Stars: New York,8.0,US,8.0,Elimination,Individual,Anthony Bourdain,male,,,Parts Unknown; No Reservations
265,All Stars: New York,8.0,US,8.0,Elimination,Individual,Lorraine Bracco,female,,,
266,All Stars: New York,8.0,US,9.0,Elimination,Individual,Anthony Bourdain,male,,,Parts Unknown; No Reservations
267,All Stars: New York,8.0,US,9.0,Elimination,Individual,Jimmy Fallon,male,,,
268,All Stars: New York,8.0,US,10.0,Quickfire,Individual,Sesame St. characters,-,,,
269,All Stars: New York,8.0,US,10.0,Elimination,Individual,Anthony Bourdain,male,,,Parts Unknown; No Reservations
270,All Stars: New York,8.0,US,10.0,Elimination,Individual,Ming Tsai,male,POC,,Tournament of Champions Judge
