,season,seasonNumber,series,episode,challengeType,outcomeType,guestJudge,gender,personOfColor,competedOnTC,otherShows
532,All-Stars L.A.,17.0,US,6.0,Quickfire,Individual,Chris Bianco,male,,,
533,All-Stars L.A.,17.0,US,6.0,Elimination,Team,Timothy Hollingsworth,male,,,Tournament of Champions
534,All-Stars L.A.,17.0,US,7.0,Quickfire,Individual,Danny Trejo,male,POC,,
535,All-Stars L.A.,17.0,US,7.0,Elimination,Individual,Kevin Boehm,male,,,
536,All-Stars L.A.,17.0,US,7.0,Elimination,Individual,Stephanie Izard,female,,Yes,Tournament of Champions
537,All-Stars L.A.,17.0,US,8.0,Elimination,Team,Kevin Boehm,male,,,
538,All-Stars L.A.,17.0,US,8.0,Elimination,Team,Rob Katz,male,,,
539,All-Stars L.A.,17.0,US,8.0,Elimination,Team,Stephanie Izard,female,,Yes,Tournament of Champions
540,All-Stars L.A.,17.0,US,9.0,Quickfire,Individual,Kelsey Barnard Clark,female,,Yes,Tournament of Champions
541,All-Stars L.A.,17.0,US,9.0,Elimination,Individual,Brooke Williamson,female,,Yes,Tournament of Champions; Beachside Brawl
542,All-Stars L.A.,17.0,US,10.0,Quickfire,Individual,Sherry Yard,female,,,
543,All-Stars L.A.,17.0,US,10.0,Elimination,Individual,Carole Iida-Nakayama,female,POC,,
544,All-Stars L.A.,17.0,US,10.0,Elimination,Individual,Niki Nakayama,female,POC,,
545,All-Stars L.A.,17.0,US,11.0,Quickfire,Individual,Jonathan Waxman,male,,,"Top Chef Masters Season 1 and 2, and more as a Judge?"
546,All-Stars L.A.,17.0,US,11.0,Elimination,Individual,Michael McCarty,male,,,
547,All-Stars L.A.,17.0,US,12.0,Quickfire,Individual,Filippo Saporito,male,,,
548,All-Stars L.A.,17.0,US,12.0,Elimination,Individual,Cristiano Savini,male,,,
549,All-Stars L.A.,17.0,US,12.0,Elimination,Individual,Cristiano Tomei,male,,,
550,All-Stars L.A.,17.0,US,13.0,Elimination,Individual,Evan Funke,male,,,
551,All-Stars L.A.,17.0,US,14.0,Elimination,Individual,Clare Smyth,female,,,
552,All-Stars L.A.,17.0,US,14.0,Elimination,Individual,Dario Cecchini,male,,,
553,All-Stars L.A.,17.0,US,14.0,Elimination,Individual,Hunter Lewis,male,,,Yes?
554,All-Stars L.A.,17.0,US,14.0,Elimination,Individual,Janice Wong,female,POC,,
555,All-Stars L.A.,17.0,US,14.0,Elimination,Individual,Marcus Samuelsson,male,POC,,"Top Chef Masters Season 2, Chopped Judge, Tournament of Champions Judge"
556,All-Stars L.A.,17.0,US,14.0,Elimination,Individual,Mauro Colagreco,male,,,
557,All-Stars L.A.,17.0,US,14.0,Elimination,Individual,Tony Mantuano,male,,,Top Chef Masters Season 2
558,Portland,18.0,US,2.0,Quickfire,Individual,Amar Santana,male,POC,Yes,
559,Portland,18.0,US,2.0,Quickfire,Individual,Carrie Baird,female,,Yes,
560,Portland,18.0,US,2.0,Quickfire,Individual,Dale Talde,male,POC,Yes,
561,Portland,18.0,US,2.0,Quickfire,Individual,Gregory Gourdet,male,POC,Yes,
562,Portland,18.0,US,2.0,Quickfire,Individual,Kwame Onwuachi,male,POC,Yes,
563,Portland,18.0,US,2.0,Quickfire,Individual,Melissa King,female,POC,Yes,
564,Portland,18.0,US,2.0,Quickfire,Individual,Richard Blais,male,,Yes,
565,Portland,18.0,US,7.0,Elimination,Individual,Jose Andres,male,POC,,
566,Portland,18.0,US,9.0,Quickfire,Individual,Carrie Brownstein,female,,,
567,Portland,18.0,US,9.0,Quickfire,Individual,Fred Armisen,male,POC,,
568,Portland,18.0,US,10.0,Quickfire,Individual,Richard Blais,male,,Yes,
569,Portland,18.0,US,11.0,Quickfire,Team,Gabriel Rucker,male,,,
570,Portland,18.0,US,12.0,Quickfire,Individual,Vitaly Paley,male,,,
571,Portland,18.0,US,12.0,Elimination,Individual,Massimo Bottura,male,,,
572,Portland,18.0,US,13.0,Elimination,Individual,Naomi Pomeroy,female,,,Top Chef Masters Season 3
573,Portland,18.0,US,14.0,Elimination,Individual,Naomi Pomeroy,female,,,Top Chef Masters Season 3
574,Portland,18.0,US,14.0,Elimination,Individual,Peter Cho,male,POC,,
575,Houston,19.0,US,1.0,Quickfire,Team,Dawn Burrell,female,POC,Yes,
576,Houston,19.0,US,1.0,Elimination,Team,Kristen Kish,female,POC,Yes,Iron Chef: Quest for an Iron Legend Host
577,Houston,19.0,US,1.0,Elimination,Team,Robert Del Grande,male,,,
578,Houston,19.0,US,2.0,Quickfire,Individual,Irma Galvan,female,POC,,
579,Houston,19.0,US,2.0,Elimination,Team,Brooke Williamson,female,,Yes,Tournament of Champions; Beachside Brawl
580,Houston,19.0,US,2.0,Elimination,Team,Chris Shepherd,male,,,
581,Houston,19.0,US,3.0,Elimination,Individual,Hung Huynh,male,POC,Yes,
582,Houston,19.0,US,3.0,Elimination,Individual,Kiran Verma,female,POC,,
583,Houston,19.0,US,4.0,Quickfire,Individual,Chris Williams,male,,,
584,Houston,19.0,US,4.0,Elimination,Team,Melissa King,female,POC,Yes,
585,Houston,19.0,US,4.0,Elimination,Team,Wylie Dufresne,male,,,Top Chef Masters Season 1 and 2
586,Houston,19.0,US,5.0,Quickfire,Individual,Brooke Williamson,female,,Yes,Tournament of Champions; Beachside Brawl
587,Houston,19.0,US,5.0,Quickfire,Individual,Brooke Williamson,female,,Yes,Tournament of Champions; Beachside Brawl
588,Houston,19.0,US,5.0,Elimination,Individual,Brooke Williamson,female,,Yes,Tournament of Champions; Beachside Brawl
589,Houston,19.0,US,5.0,Elimination,Individual,Greg Gatlin,male,POC,,
590,Houston,19.0,US,6.0,Quickfire,Team,Kelsey Barnard Clark,female,,Yes,Tournament of Champions
591,Houston,19.0,US,6.0,Quickfire,Team,Nini Nguyen,female,POC,Yes,
592,Houston,19.0,US,6.0,Elimination,Individual,Christine Ha,female,POC,,
593,Houston,19.0,US,6.0,Elimination,Individual,Tiffany Derry,female,POC,Yes,Tournament of Champions
594,Houston,19.0,US,7.0,Quickfire,Individual,Kwame Onwuachi,male,POC,Yes,
595,Houston,19.0,US,7.0,Quickfire,Individual,Ope Amosu,male,POC,,
596,Houston,19.0,US,7.0,Elimination,Team,Joe Flamm,male,,Yes,
597,Houston,19.0,US,7.0,Elimination,Team,Kwame Onwuachi,male,POC,Yes,
598,Houston,19.0,US,8.0,Elimination,Team,Hunter Lewis,male,,,Yes?
599,Houston,19.0,US,8.0,Elimination,Team,Tiffany Derry,female,POC,Yes,Tournament of Champions
600,Houston,19.0,US,9.0,Quickfire,Individual,Nyesha Arrington,female,POC,Yes,Tournament of Champions
601,Houston,19.0,US,9.0,Elimination,Individual,Dawn Burrell,female,POC,Yes,
602,Houston,19.0,US,9.0,Elimination,Individual,Kwame Onwuachi,male,POC,Yes,
603,Houston,19.0,US,10.0,Quickfire,Individual,Claudette Zepeda,female,POC,Yes,
604,Houston,19.0,US,10.0,Quickfire,Individual,Claudette Zepeda,female,POC,,
605,Houston,19.0,US,10.0,Elimination,Individual,Marcus Samuelsson,male,POC,,"Top Chef Masters Season 2, Chopped Judge, Tournament of Champions Judge"
606,Houston,19.0,US,10.0,Elimination,Individual,Melissa King,female,POC,Yes,
607,Houston,19.0,US,11.0,Quickfire,Individual,Shota Nakajima,male,POC,Yes,
608,Houston,19.0,US,11.0,Elimination,Individual,Adrienne Cheatham,female,POC,Yes,
609,Houston,19.0,US,11.0,Elimination,Individual,Sheldon Simeon,male,POC,Yes,
610,Houston,19.0,US,12.0,Elimination,Individual,Daniel Boulud,male,,,
611,Houston,19.0,US,12.0,Elimination,Individual,Stephanie Izard,female,,Yes,Tournament of Champions
612,Houston,19.0,US,13.0,Quickfire,Individual,Carlotta Flores,female,POC,,
613,Houston,19.0,US,13.0,Elimination,Individual,Carlotta Flores,female,POC,,
614,Houston,19.0,US,13.0,Elimination,Individual,Kristen Kish,female,POC,Yes,Iron Chef: Quest for an Iron Legend Host
615,Houston,19.0,US,14.0,Elimination,Individual,Eric Ripert,male,,,Yes?
616,Houston,19.0,US,14.0,Elimination,Individual,Stephanie Izard,female,,Yes,Tournament of Champions
617,World All Stars,20.0,US,1.0,Elimination,Individual,Angela Harnett,female,,,
618,World All Stars,20.0,US,2.0,Quickfire,Individual,Santiago Lastra,male,POC,,
619,World All Stars,20.0,US,2.0,Elimination,Individual,Lorna Maseko,female,POC,,
620,World All Stars,20.0,US,3.0,Elimination,Team,Brett Graham,male,,,
621,World All Stars,20.0,US,3.0,Elimination,Team,James Cochran,male,POC,,
622,World All Stars,20.0,US,4.0,Quickfire,Individual,Paul A. Young,male,,,
623,World All Stars,20.0,US,4.0,Elimination,Team,Aquiles Chavez,male,POC,,
624,World All Stars,20.0,US,4.0,Elimination,Team,Ledley King,male,POC,,
625,World All Stars,20.0,US,5.0,Quickfire,Individual,Adam Handling,male,,,
626,World All Stars,20.0,US,5.0,Elimination,Individual,Martha Ortiz,female,POC,,
627,World All Stars,20.0,US,6.0,Elimination,Team,Graham Hornigold,male,POC,,
628,World All Stars,20.0,US,6.0,Elimination,Team,Harriet Mansell,female,,,
629,World All Stars,20.0,US,6.0,Elimination,Team,Max Halley,male,,,
630,World All Stars,20.0,US,6.0,Elimination,Team,Roger Pizey,male,,,
631,World All Stars,20.0,US,6.0,Elimination,Team,Stu Deeley,male,,,
632,World All Stars,20.0,US,7.0,Quickfire,Individual,Gaggan Anand,male,POC,,
633,World All Stars,20.0,US,7.0,Elimination,Individual,Gaggan Anand,male,POC,,
634,World All Stars,20.0,US,8.0,Quickfire,Individual,Judy Joo,female,POC,,
635,World All Stars,20.0,US,8.0,Elimination,Team,David Zilber,male,POC,,
636,World All Stars,20.0,US,9.0,Elimination,Team,Clare Smyth,female,,,
637,World All Stars,20.0,US,9.0,Elimination,Team,Jimi Famurewa,male,POC,,
638,World All Stars,20.0,US,10.0,Quickfire,Individual,Tom Brown,male,,,
639,World All Stars,20.0,US,10.0,Elimination,Individual,Asma Khan,female,POC,,
640,World All Stars,20.0,US,11.0,Quickfire,Individual,Andrew Wong,male,POC,,
641,World All Stars,20.0,US,11.0,Elimination,Team,Kirk Westaway,male,,,
642,World All Stars,20.0,US,12.0,Quickfire,Individual,Sam Bompas,male,,,
643,World All Stars,20.0,US,12.0,Elimination,Individual,Jeremy Chan,male,POC,,
644,World All Stars,20.0,US,13.0,Quickfire,Individual,Greg Marchand,male,,,
645,World All Stars,20.0,US,13.0,Elimination,Individual,Greg Marchand,male,,,
646,World All Stars,20.0,US,14.0,Elimination,Individual,Helene Darroze,female,,,
647,Wisconsin,21.0,US,1.0,Elimination,Individual,Adam Siegel,male,,,
648,Wisconsin,21.0,US,1.0,Elimination,Individual,Paul Bartolotta,male,,,
649,Wisconsin,21.0,US,2.0,Quickfire,Individual,Joe Flamm,male,,Yes,
650,Wisconsin,21.0,US,2.0,Elimination,Team,Joe Flamm,male,,Yes,
651,Wisconsin,21.0,US,3.0,Quickfire,Individual,Carla Hall,female,POC,Yes,
652,Wisconsin,21.0,US,3.0,Quickfire,Individual,Clea Duvall,female,,,
653,Wisconsin,21.0,US,3.0,Elimination,Individual,Carla Hall,female,POC,Yes,
654,Wisconsin,21.0,US,3.0,Elimination,Individual,Dane Baldwin,male,POC,,
655,Wisconsin,21.0,US,4.0,Elimination,Team,Buddha Lo,male,POC,Yes,
656,Wisconsin,21.0,US,4.0,Elimination,Team,Dominique Crenn,female,,,
657,Wisconsin,21.0,US,5.0,Quickfire,Individual,W. Kamau Bell,male,POC,,
658,Wisconsin,21.0,US,5.0,Quickfire,Individual,Tory Miller,male,POC,,
659,Wisconsin,21.0,US,5.0,Elimination,Team,Joe Papach,female,,,
660,Wisconsin,21.0,US,5.0,Elimination,Team,Shana Papach,male,,,
661,Wisconsin,21.0,US,6.0,Quickfire,Individual,Christina Tosi,female,,,
662,Wisconsin,21.0,US,6.0,Elimination,Individual,Matty Matheson,male,,,
663,Wisconsin,21.0,US,6.0,Elimination,Individual,Sophia Roe,female,POC,,
664,Wisconsin,21.0,US,7.0,Quickfire,Individual,Bryan Voltaggio,male,,,
665,Wisconsin,21.0,US,7.0,Elimination,Team,Bryan Voltaggio,male,,,
666,Wisconsin,21.0,US,7.0,Elimination,Team,Amar Santana,male,,,
667,Wisconsin,21.0,US,7.0,Elimination,Team,Brittany Snow,female,,,
668,Wisconsin,21.0,US,7.0,Elimination,Team,Ryan Braun,male,,,
669,Wisconsin,21.0,US,8.0,Elimination,Team,Kwame Onwuachi,male,POC,Yes,
670,Wisconsin,21.0,US,8.0,Elimination,Team,Stephanie Izard,female,,Yes,TOC
671,Wisconsin,21.0,US,9.0,Quickfire,Individual,Rochelle Hoffman,female,,,
672,Wisconsin,21.0,US,9.0,Elimination,Individual,Elena Terry,female,POC,,
673,Wisconsin,21.0,US,9.0,Elimination,Individual,Sean Sherman,male,POC,,
674,Masters Season 1,1.0,US Masters,2.0,Quickfire,Individual,Betty Fraser,female,,Yes,
675,Masters Season 1,1.0,US Masters,2.0,Quickfire,Individual,Ilan Hall,male,,Yes,
676,Masters Season 1,1.0,US Masters,2.0,Quickfire,Individual,Michael Midgley,male,,Yes,
677,Masters Season 1,1.0,US Masters,2.0,Elimination,Individual,Carlton Cuse,male,,,
678,Masters Season 1,1.0,US Masters,2.0,Elimination,Individual,Damon Lindelof,male,,,
679,Masters Season 1,1.0,US Masters,3.0,Quickfire,Individual,Chris Oliver,male,,,
680,Masters Season 1,1.0,US Masters,3.0,Quickfire,Individual,Christine Peters,female,,,
681,Masters Season 1,1.0,US Masters,3.0,Quickfire,Individual,Joanne Chen,female,POC,,
682,Masters Season 1,1.0,US Masters,4.0,Quickfire,Individual,Gail Simmons,female,,,Top Chef: Just Desserts
683,Masters Season 1,1.0,US Masters,4.0,Quickfire,Individual,Monica May,female,,,
684,Masters Season 1,1.0,US Masters,4.0,Quickfire,Individual,Terry Reish,?,,,
685,Masters Season 1,1.0,US Masters,4.0,Elimination,Individual,Neil Patrick Harris,male,,,
686,Masters Season 1,1.0,US Masters,5.0,Quickfire,Individual,Jeff Lewis,male,,,
687,Masters Season 1,1.0,US Masters,6.0,Quickfire,Individual,Whole Foods workers,-,,,
688,Masters Season 1,1.0,US Masters,7.0,Quickfire,Team,Tom Colicchio,male,,,Top Chef Judge
689,Masters Season 1,1.0,US Masters,8.0,Quickfire,Individual,Morgan Spurlock,male,,,
690,Masters Season 1,1.0,US Masters,8.0,Quickfire,Individual,Sang Yoon,male,POC,,Top Chef Masters Season 5
691,Masters Season 1,1.0,US Masters,8.0,Quickfire,Individual,Spike Mendelsohn,male,,Yes,
692,Masters Season 1,1.0,US Masters,8.0,Elimination,Individual,Zooey Deschanel,female,,,
693,Masters Season 1,1.0,US Masters,10.0,Elimination,Individual,Gail Simmons,female,,,Top Chef: Just Desserts
694,Masters Season 1,1.0,US Masters,10.0,Elimination,Individual,Padma Lakshmi,female,POC,,
695,Masters Season 1,1.0,US Masters,10.0,Elimination,Individual,Tom Colicchio,male,,,Top Chef Judge
696,Masters Season 2,2.0,US Masters,1.0,Quickfire,Team,The Bravery,male,,,
697,Masters Season 2,2.0,US Masters,1.0,Quickfire,Team,"The Bravery, Lexus",male,,,
698,Masters Season 2,2.0,US Masters,2.0,Elimination,Individual,Mekhi Phifer,male,POC,,
699,Masters Season 2,2.0,US Masters,3.0,Quickfire,Individual,Real Housewives of Orange County,female,,,
700,Masters Season 2,2.0,US Masters,4.0,Quickfire,Individual,Gail Simmons,female,,,Top Chef: Just Desserts
701,Masters Season 2,2.0,US Masters,4.0,Quickfire,Individual,Stephen Hamilton,male,POC,,
702,Masters Season 2,2.0,US Masters,6.0,Quickfire,Individual,Hank Azaria,male,,,
703,Masters Season 2,2.0,US Masters,6.0,Quickfire,Individual,Matt Groenig,male,,,
704,Masters Season 2,2.0,US Masters,6.0,Quickfire,Individual,Matt Selman,male,,,
705,Masters Season 2,2.0,US Masters,6.0,Elimination,Individual,Andrew Zimmern,male,,,Tournament of Champions Judge; Iron Chef: Quest for an Iron Legend Judge
706,Masters Season 2,2.0,US Masters,7.0,Quickfire,Individual,Jason Lezak,male,,,
707,Masters Season 2,2.0,US Masters,8.0,Elimination,Individual,Gail Simmons,female,,,Top Chef: Just Desserts
708,Masters Season 2,2.0,US Masters,9.0,Quickfire,Individual,James Oseland,male,,,Top Chef Masters Judge
709,Masters Season 2,2.0,US Masters,10.0,Elimination,Individual,Hubert Keller,male,,,Top Chef Masters Runner-Up (Season 1)
710,Masters Season 2,2.0,US Masters,10.0,Elimination,Individual,Michael Chiarello,male,,,Top Chef Masters Runner-Up (Season 1)
711,Masters Season 2,2.0,US Masters,10.0,Elimination,Individual,Rick Bayless,male,,,Top Chef Masters Season 1
712,Masters Season 2,2.0,US Masters,10.0,Elimination,Individual,Tom Colicchio,male,,,Top Chef Judge
713,Masters Season 3,3.0,US Masters,2.0,Quickfire,Individual,Kelis,female,POC,,
714,Masters Season 3,3.0,US Masters,2.0,Elimination,Individual,Christina Hendrix,female,,,
715,Masters Season 3,3.0,US Masters,2.0,Elimination,Individual,Geoffrey Arend,male,,,
716,Masters Season 3,3.0,US Masters,3.0,Quickfire,Individual,Mykel Hawke,male,,,
717,Masters Season 3,3.0,US Masters,3.0,Quickfire,Individual,Ruth England,female,,,
718,Masters Season 3,3.0,US Masters,3.0,Elimination,Individual,Alan Sytsma,male,,,
719,Masters Season 3,3.0,US Masters,4.0,Quickfire,Individual,Norbert Namgib,?,,,
720,Masters Season 3,3.0,US Masters,4.0,Elimination,Team,Alan Sytsma,male,,,
721,Masters Season 3,3.0,US Masters,5.0,Quickfire,Individual,Brendan Newnam,male,,,
722,Masters Season 3,3.0,US Masters,5.0,Quickfire,Individual,Rico Gagliano,male,,,
723,Masters Season 3,3.0,US Masters,5.0,Elimination,Individual,Alan Sytsma,male,,,
724,Masters Season 3,3.0,US Masters,6.0,Elimination,Team,Gail Simmons,female,,,Top Chef: Just Desserts
725,Masters Season 3,3.0,US Masters,7.0,Elimination,Individual,Gael Greene,female,,,
726,Masters Season 3,3.0,US Masters,7.0,Elimination,Individual,Gail Simmons,female,,,Top Chef: Just Desserts
727,Masters Season 3,3.0,US Masters,8.0,Elimination,Individual,Padma Lakshmi,female,POC,,Top Chef Host
728,Masters Season 4,4.0,US Masters,3.0,Quickfire,Individual,Brian Boitano,male,,,
729,Masters Season 4,4.0,US Masters,3.0,Elimination,Team,Francis Lam,male,POC,,
730,Masters Season 4,4.0,US Masters,3.0,Elimination,Team,Jonathan Waxman,male,,,"Top Chef Masters Season 1 and 2, and more as a Judge?"
731,Masters Season 4,4.0,US Masters,3.0,Elimination,Team,Mary Sue Milliken,female,,,Top Chef Masters Season 3
732,Masters Season 4,4.0,US Masters,3.0,Elimination,Team,Rick Moonen,male,,,Top Chef Masters Season 2
733,Masters Season 4,4.0,US Masters,3.0,Elimination,Team,Susan Feniger,female,,,Top Chef Masters Season 2
734,Masters Season 4,4.0,US Masters,4.0,Quickfire,Individual,B52s,-,,,
735,Masters Season 4,4.0,US Masters,4.0,Elimination,Team,Francis Lam,male,POC,,
736,Masters Season 4,4.0,US Masters,4.0,Elimination,Team,Members of the Hualapai tribe,-,,,
737,Masters Season 4,4.0,US Masters,5.0,Quickfire,Individual,Indigo Girls,female,,,
738,Masters Season 4,4.0,US Masters,5.0,Elimination,Individual,Francis Lam,male,POC,,
739,Masters Season 4,4.0,US Masters,5.0,Elimination,Individual,Holly Madison,female,,,
740,Masters Season 4,4.0,US Masters,6.0,Quickfire,Individual,Dita Von Teese,female,,,
741,Masters Season 4,4.0,US Masters,6.0,Elimination,Individual,Alan Sytsma,male,,,
742,Masters Season 4,4.0,US Masters,6.0,Elimination,Individual,Francis Lam,male,POC,,
743,Masters Season 4,4.0,US Masters,7.0,Quickfire,Individual,Chris Cosentino,male,,,Top Chef Masters Season 4
744,Masters Season 4,4.0,US Masters,7.0,Quickfire,Individual,Lorena Garcia,female,POC,,Top Chef Masters Season 4
745,Masters Season 4,4.0,US Masters,7.0,Quickfire,Individual,Patricia Yeo,female,POC,,Top Chef Masters Season 4
746,Masters Season 4,4.0,US Masters,7.0,Elimination,Individual,Jane Goldman,female,,,
747,Masters Season 4,4.0,US Masters,7.0,Elimination,Individual,Kerry Heffernan,male,,,Top Chef Masters Season 4
748,Masters Season 4,4.0,US Masters,7.0,Elimination,Individual,Sugar Ray Leonard,male,POC,,
749,Masters Season 4,4.0,US Masters,8.0,Quickfire,Team,Johnny Avello,male,,,
750,Masters Season 4,4.0,US Masters,8.0,Elimination,Individual,Francis Lam,male,POC,,
751,Masters Season 4,4.0,US Masters,9.0,Elimination,Individual,Francis Lam,male,POC,,
752,Masters Season 4,4.0,US Masters,10.0,Elimination,Individual,Alan Richman,male,,,
753,Masters Season 4,4.0,US Masters,10.0,Elimination,Individual,Alan Sytsma,male,,,
754,Masters Season 4,4.0,US Masters,10.0,Elimination,Individual,Francis Lam,male,POC,,
755,Masters Season 4,4.0,US Masters,10.0,Elimination,Individual,Jane Goldman,female,,,
756,Masters Season 4,4.0,US Masters,10.0,Elimination,Individual,John Curtas,male,,,
757,Masters Season 4,4.0,US Masters,10.0,Elimination,Individual,Karen Brooks,female,,,
758,Masters Season 4,4.0,US Masters,10.0,Elimination,Individual,Lesley Bargar Suter,female,,,
759,Masters Season 5,5.0,US Masters,1.0,Elimination,Individual,Lesley Bargar Suter,female,,,
760,Masters Season 5,5.0,US Masters,2.0,Sudden Death Quickfire,Individual,Gail Simmons,female,,,
761,Masters Season 5,5.0,US Masters,2.0,Elimination,Individual,Francis Lam,male,POC,,
762,Masters Season 5,5.0,US Masters,3.0,Quickfire,Individual,Amelia Posada,female,,,
763,Masters Season 5,5.0,US Masters,3.0,Quickfire,Individual,Erika Nakamura,female,POC,,
764,Masters Season 5,5.0,US Masters,3.0,Elimination,Individual,Lesley Bargar Suter,female,,,
765,Masters Season 5,5.0,US Masters,4.0,Quickfire,Individual,Jason Bentley,male,,,
766,Masters Season 5,5.0,US Masters,5.0,Elimination,Team,Busy Philipps,female,,,
767,Masters Season 5,5.0,US Masters,5.0,Elimination,Team,Dana Cowin,female,,,
768,Masters Season 5,5.0,US Masters,5.0,Elimination,Team,Francis Lam,male,POC,,
769,Masters Season 5,5.0,US Masters,6.0,Quickfire,Individual,Mindy Kaling,female,POC,,
770,Masters Season 5,5.0,US Masters,6.0,Elimination,Individual,Francis Lam,male,POC,,
771,Masters Season 5,5.0,US Masters,7.0,Quickfire,Individual,Ali Larter,female,,,
772,Masters Season 5,5.0,US Masters,7.0,Elimination,Team,Francis Lam,male,POC,,
773,Masters Season 5,5.0,US Masters,8.0,Quickfire,Individual,Daniel Handler,male,,,
774,Masters Season 5,5.0,US Masters,8.0,Elimination,Individual,Jane Goldman,female,,,
775,Masters Season 5,5.0,US Masters,8.0,Elimination,Individual,Lesley Bargar Suter,female,,,
776,Masters Season 5,5.0,US Masters,9.0,Quickfire,Individual,Sang Yoon,male,POC,,Top Chef Masters Season 5
777,Masters Season 5,5.0,US Masters,9.0,Elimination,Individual,Alan Richman,male,,,
778,Masters Season 5,5.0,US Masters,9.0,Elimination,Individual,Alan Richman,male,,,
779,Masters Season 5,5.0,US Masters,9.0,Elimination,Individual,Hadley Tomicki,male,,,
780,Masters Season 5,5.0,US Masters,9.0,Elimination,Individual,Jane Goldman,female,,,
781,Masters Season 5,5.0,US Masters,10.0,Elimination,Individual,Francis Lam,male,POC,,
782,Masters Season 5,5.0,US Masters,10.0,Elimination,Individual,Lesley Bargar Suter,female,,,
783,Wisconsin,21.0,US,10.0,Quickfire,Individual,Art Smith,male,,,Top Chef Masters Seasons 1 and 4
784,Wisconsin,21.0,US,10.0,Elimination,Individual,Art Smith,male,,,Top Chef Masters Seasons 1 and 4
785,Wisconsin,21.0,US,11.0,Elimination,Individual,Curtis Duffy,male,,,
786,Wisconsin,21.0,US,12.0,Quickfire,Individual,Paul Bartolotta,male,,,
787,Wisconsin,21.0,US,12.0,Elimination,Individual,Paul Bartolotta,male,,,
788,Wisconsin,21.0,US,12.0,Elimination,Individual,Hunter Lewis,male,,,
789,Wisconsin,21.0,US,13.0,Quickfire,Individual,Helmi Smeulders,female,,,
790,Wisconsin,21.0,US,13.0,Elimination,Individual,Ed Lee,male,POC,,
791,Wisconsin,21.0,US,14.0,Elimination,Individual,Emeril Lagasse,male,,,
